time,frequency,confidence
637.290,468.661,0.492671
637.300,456.154,0.516329
637.310,450.065,0.477370
637.320,223.959,0.217167
637.330,225.538,0.139622
637.340,250.248,0.097986
637.350,246.572,0.337654
637.360,244.413,0.469848
637.370,241.572,0.306625
637.380,235.249,0.102655
637.390,174.058,0.123595
637.400,173.974,0.130540
637.410,235.650,0.082339
637.420,281.904,0.073877
637.430,92.883,0.109701
637.440,186.981,0.213128
637.450,190.189,0.229812
637.460,197.049,0.318390
637.470,197.011,0.413240
637.480,197.045,0.369956
637.490,200.860,0.291613
637.500,198.391,0.242047
637.510,78.143,0.223387
637.520,79.055,0.169956
637.530,41.040,0.153719
637.540,40.631,0.215507
637.550,40.654,0.147807
637.560,119.760,0.103168
637.570,133.123,0.101091
637.580,444.732,0.144084
637.590,133.004,0.161543
637.600,42.644,0.144155
637.610,123.187,0.126386
637.620,42.999,0.071750
637.630,43.894,0.157011
637.640,44.085,0.152977
637.650,43.933,0.279114
637.660,43.260,0.190604
637.670,43.329,0.228065
637.680,43.638,0.283374
637.690,43.519,0.206207
637.700,43.280,0.204794
637.710,43.327,0.286309
637.720,43.625,0.251109
637.730,43.574,0.287103
637.740,43.543,0.182909
637.750,135.404,0.137451
637.760,130.437,0.195366
637.770,131.617,0.216630
637.780,137.337,0.341030
637.790,136.126,0.261666
637.800,138.402,0.123473
637.810,226.230,0.132345
637.820,663.445,0.106751
637.830,452.674,0.117789
637.840,197.381,0.081006
637.850,197.022,0.135118
637.860,189.876,0.232659
637.870,186.413,0.363541
637.880,183.429,0.407793
637.890,182.479,0.152614
637.900,172.846,0.081894
637.910,170.607,0.073706
637.920,137.682,0.121951
637.930,44.211,0.502732
637.940,42.241,0.115253
637.950,40.756,0.166833
637.960,40.601,0.284298
637.970,40.335,0.295388
637.980,40.712,0.341068
637.990,40.693,0.305292
638.000,40.762,0.178507
638.010,40.959,0.140433
638.020,80.270,0.260265
638.030,82.724,0.306251
638.040,83.066,0.148620
638.050,41.585,0.094171
638.060,41.264,0.201205
638.070,120.033,0.156457
638.080,41.212,0.083565
638.090,81.574,0.107797
638.100,81.338,0.114852
638.110,344.513,0.089777
638.120,41.385,0.143173
638.130,346.744,0.130011
638.140,348.470,0.304234
638.150,347.003,0.532964
638.160,345.694,0.497793
638.170,345.593,0.425277
638.180,344.068,0.387773
638.190,288.083,0.353163
638.200,287.045,0.438006
638.210,284.661,0.406776
638.220,282.768,0.397746
638.230,283.083,0.157897
638.240,81.912,0.134379
638.250,41.505,0.298992
638.260,40.957,0.181766
638.270,38.664,0.180100
638.280,39.142,0.266199
638.290,116.829,0.207493
638.300,115.650,0.131508
638.310,96.773,0.104247
638.320,141.178,0.097942
638.330,145.009,0.127760
638.340,134.488,0.138055
638.350,404.253,0.163947
638.360,410.344,0.490307
638.370,412.804,0.646265
638.380,416.803,0.671376
638.390,421.910,0.335599
638.400,403.359,0.312931
638.410,403.676,0.438883
638.420,404.807,0.594801
638.430,406.712,0.519610
638.440,415.080,0.175628
638.450,262.139,0.329953
638.460,256.829,0.309011
638.470,241.564,0.158548
638.480,236.631,0.153509
638.490,162.877,0.243443
638.500,164.450,0.299028
638.510,164.377,0.167705
638.520,275.304,0.305977
638.530,281.388,0.497727
638.540,287.017,0.569848
638.550,289.178,0.516030
638.560,290.759,0.341763
638.570,288.379,0.179140
638.580,284.310,0.314355
638.590,285.258,0.438756
638.600,285.911,0.671137
638.610,285.128,0.572605
638.620,280.529,0.310293
638.630,262.314,0.328076
638.640,258.708,0.308947
638.650,238.430,0.240968
638.660,116.432,0.217314
638.670,116.452,0.326800
638.680,115.039,0.326343
638.690,113.978,0.344169
638.700,200.854,0.345420
638.710,196.523,0.455724
638.720,195.300,0.578731
638.730,194.695,0.557685
638.740,196.459,0.507824
638.750,198.158,0.280196
638.760,115.631,0.346950
638.770,339.791,0.574812
638.780,338.698,0.673450
638.790,335.927,0.688306
638.800,332.240,0.524277
638.810,326.103,0.451613
638.820,262.965,0.321538
638.830,262.830,0.477747
638.840,265.474,0.467078
638.850,252.160,0.385546
638.860,258.688,0.224328
638.870,300.935,0.345517
638.880,306.819,0.493663
638.890,310.650,0.319112
638.900,276.586,0.154759
638.910,243.259,0.386347
638.920,248.014,0.437972
638.930,248.518,0.513486
638.940,254.075,0.518427
638.950,255.604,0.506963
638.960,258.423,0.405026
638.970,237.151,0.352185
638.980,229.740,0.306553
638.990,229.528,0.374738
639.000,333.665,0.346437
639.010,324.444,0.455227
639.020,318.802,0.656601
639.030,318.268,0.804851
639.040,316.782,0.860903
639.050,313.376,0.746395
639.060,308.161,0.634639
639.070,304.003,0.497434
639.080,304.461,0.354116
639.090,271.228,0.348887
639.100,260.233,0.470004
639.110,128.056,0.246017
639.120,379.879,0.134785
639.130,278.169,0.206069
639.140,275.153,0.206917
639.150,273.802,0.345424
639.160,283.739,0.336965
639.170,294.269,0.658809
639.180,300.680,0.737451
639.190,303.246,0.747274
639.200,302.943,0.835086
639.210,300.765,0.843802
639.220,296.035,0.847772
639.230,294.160,0.827803
639.240,291.770,0.630980
639.250,288.065,0.543642
639.260,285.342,0.212523
639.270,222.486,0.120506
639.280,174.368,0.178518
639.290,171.897,0.349001
639.300,167.832,0.265356
639.310,163.355,0.234827
639.320,157.628,0.305852
639.330,153.010,0.284210
639.340,153.143,0.366326
639.350,156.383,0.378516
639.360,159.102,0.342966
639.370,159.798,0.286323
639.380,177.885,0.140232
639.390,189.992,0.363544
639.400,194.214,0.505056
639.410,197.378,0.658498
639.420,198.672,0.692845
639.430,199.087,0.665903
639.440,198.786,0.513616
639.450,205.006,0.537007
639.460,218.237,0.590898
639.470,219.895,0.767211
639.480,219.703,0.721060
639.490,218.570,0.480916
639.500,435.267,0.459840
639.510,431.175,0.294553
639.520,212.308,0.381036
639.530,207.616,0.439724
639.540,209.818,0.267345
639.550,247.980,0.583994
639.560,247.678,0.743587
639.570,246.163,0.748851
639.580,246.050,0.792275
639.590,246.935,0.776459
639.600,243.535,0.602842
639.610,241.650,0.662135
639.620,242.683,0.639021
639.630,243.753,0.627906
639.640,245.211,0.665529
639.650,244.537,0.606959
639.660,240.606,0.290183
639.670,120.883,0.341459
639.680,364.244,0.274092
639.690,367.485,0.406175
639.700,368.110,0.261789
639.710,386.612,0.212535
639.720,388.443,0.217639
639.730,193.210,0.439060
639.740,187.883,0.405508
639.750,185.094,0.314774
639.760,261.018,0.142348
639.770,137.119,0.097579
639.780,236.730,0.229027
639.790,230.784,0.299039
639.800,225.385,0.564889
639.810,222.999,0.709972
639.820,220.967,0.731452
639.830,218.506,0.471436
639.840,213.308,0.365153
639.850,208.824,0.303373
639.860,406.429,0.134977
639.870,132.829,0.202071
639.880,132.183,0.165688
639.890,372.273,0.120151
639.900,183.648,0.166445
639.910,188.321,0.244753
639.920,281.570,0.118905
639.930,331.510,0.150235
639.940,353.933,0.211119
639.950,359.924,0.227131
639.960,190.209,0.192832
639.970,192.265,0.124041
639.980,236.144,0.354796
639.990,236.893,0.466681
640.000,239.541,0.555917
640.010,715.824,0.365838
640.020,356.868,0.415344
640.030,354.265,0.485008
640.040,355.785,0.264633
640.050,181.055,0.142343
640.060,179.814,0.090013
640.070,215.395,0.172354
640.080,215.915,0.175225
640.090,177.119,0.157592
640.100,355.126,0.166891
640.110,703.013,0.227394
640.120,351.629,0.134994
640.130,143.618,0.111155
640.140,172.264,0.084009
640.150,84.627,0.172427
640.160,85.784,0.147303
640.170,231.167,0.159353
640.180,402.948,0.207628
640.190,416.912,0.172851
640.200,142.164,0.160600
640.210,201.006,0.264419
640.220,201.078,0.219148
640.230,203.631,0.356103
640.240,191.120,0.222515
640.250,186.339,0.114836
640.260,552.256,0.085892
640.270,137.217,0.129425
640.280,135.509,0.231367
640.290,42.243,0.134924
640.300,41.241,0.109366
640.310,235.148,0.122309
640.320,934.211,0.127188
640.330,235.008,0.043642
640.340,1108.330,0.049081
640.350,77.225,0.053170
640.360,79.522,0.099848
640.370,239.383,0.072260
640.380,954.629,0.217977
640.390,47.069,0.242705
640.400,96.147,0.111660
640.410,346.143,0.192471
640.420,270.140,0.099754
640.430,284.404,0.219755
640.440,267.523,0.283042
640.450,281.523,0.595526
640.460,281.691,0.814136
640.470,280.654,0.869957
640.480,280.352,0.855714
640.490,280.980,0.861988
640.500,281.514,0.872583
640.510,281.181,0.861418
640.520,280.546,0.862040
640.530,278.280,0.879008
640.540,276.324,0.846430
640.550,273.839,0.825097
640.560,273.046,0.816330
640.570,271.951,0.836771
640.580,270.765,0.805476
640.590,269.080,0.753787
640.600,267.656,0.666114
640.610,264.962,0.523766
640.620,264.879,0.338149
640.630,282.639,0.184200
640.640,111.676,0.284408
640.650,297.694,0.149387
640.660,269.302,0.444816
640.670,265.403,0.603937
640.680,262.367,0.558815
640.690,261.373,0.521403
640.700,259.355,0.334837
640.710,256.893,0.373133
640.720,255.791,0.445959
640.730,257.058,0.347594
640.740,255.705,0.315752
640.750,243.809,0.216472
640.760,242.194,0.242822
640.770,114.050,0.098577
640.780,111.666,0.110293
640.790,111.794,0.267481
640.800,220.175,0.167102
640.810,111.952,0.229737
640.820,227.736,0.440548
640.830,232.062,0.296859
640.840,236.029,0.396445
640.850,240.676,0.197820
640.860,245.580,0.275125
640.870,247.766,0.355612
640.880,248.627,0.453142
640.890,249.842,0.523124
640.900,249.420,0.540812
640.910,250.500,0.563183
640.920,251.386,0.484602
640.930,249.379,0.191388
640.940,234.796,0.149258
640.950,233.444,0.291438
640.960,115.172,0.274379
640.970,279.468,0.094008
640.980,272.171,0.258030
640.990,267.296,0.343901
641.000,266.872,0.316014
641.010,270.153,0.523511
641.020,270.760,0.673870
641.030,269.421,0.616636
641.040,265.042,0.463221
641.050,256.620,0.202266
641.060,484.290,0.243861
641.070,475.902,0.505822
641.080,470.475,0.574806
641.090,471.725,0.420496
641.100,472.761,0.176865
641.110,163.229,0.136388
641.120,157.732,0.173304
641.130,489.348,0.254514
641.140,498.651,0.436669
641.150,504.483,0.300812
641.160,97.025,0.157945
641.170,97.205,0.145171
641.180,97.370,0.159558
641.190,235.381,0.153402
641.200,359.385,0.190363
641.210,369.437,0.380515
641.220,379.216,0.627331
641.230,376.460,0.720377
641.240,374.867,0.629175
641.250,371.005,0.402102
641.260,181.674,0.314392
641.270,173.669,0.175624
641.280,494.951,0.288500
641.290,488.635,0.504930
641.300,480.323,0.433804
641.310,467.874,0.547060
641.320,454.076,0.482270
641.330,147.279,0.379408
641.340,296.056,0.206944
641.350,302.699,0.352079
641.360,307.701,0.355735
641.370,311.690,0.484355
641.380,313.125,0.406546
641.390,312.151,0.502259
641.400,308.479,0.278359
641.410,150.485,0.164069
641.420,220.761,0.410724
641.430,442.636,0.546339
641.440,218.940,0.503239
641.450,215.158,0.305027
641.460,206.312,0.410695
641.470,197.355,0.389138
641.480,194.266,0.552110
641.490,190.250,0.351635
641.500,188.035,0.117036
641.510,150.518,0.147780
641.520,148.719,0.344318
641.530,147.981,0.401017
641.540,297.158,0.238396
641.550,209.127,0.208599
641.560,209.294,0.411530
641.570,210.683,0.487039
641.580,208.900,0.596029
641.590,208.591,0.544616
641.600,143.822,0.318783
641.610,144.204,0.394253
641.620,142.398,0.415422
641.630,139.411,0.419827
641.640,134.362,0.213562
641.650,133.978,0.132582
641.660,132.583,0.167462
641.670,131.084,0.432114
641.680,131.760,0.384540
641.690,131.547,0.201835
641.700,131.295,0.185134
641.710,361.317,0.227592
641.720,365.787,0.269287
641.730,366.610,0.294377
641.740,182.714,0.294787
641.750,182.921,0.321678
641.760,136.782,0.200389
641.770,133.329,0.300047
641.780,395.991,0.503981
641.790,397.121,0.384801
641.800,399.686,0.214928
641.810,356.961,0.215715
641.820,355.699,0.206983
641.830,397.150,0.184147
641.840,397.824,0.492884
641.850,395.131,0.637296
641.860,393.456,0.516489
641.870,390.115,0.458956
641.880,181.459,0.333628
641.890,180.006,0.344360
641.900,276.046,0.116055
641.910,280.283,0.167139
641.920,220.661,0.257063
641.930,221.219,0.465491
641.940,221.717,0.318470
641.950,73.738,0.254723
641.960,223.236,0.169140
641.970,187.981,0.054335
641.980,238.701,0.230850
641.990,220.432,0.213174
642.000,220.627,0.247705
642.010,221.329,0.267963
642.020,213.679,0.301472
642.030,207.135,0.242216
642.040,370.786,0.355139
642.050,368.441,0.548409
642.060,364.360,0.645008
642.070,359.655,0.664232
642.080,354.724,0.791209
642.090,348.129,0.761712
642.100,341.394,0.731448
642.110,337.047,0.604240
642.120,332.037,0.566984
642.130,326.337,0.610336
642.140,322.480,0.544538
642.150,317.597,0.263763
642.160,312.976,0.139594
642.170,300.394,0.190816
642.180,296.878,0.418168
642.190,597.645,0.470897
642.200,596.603,0.598892
642.210,596.597,0.690243
642.220,596.326,0.719429
642.230,596.558,0.671826
642.240,597.485,0.320106
642.250,209.261,0.117022
642.260,205.895,0.453288
642.270,202.814,0.518757
642.280,198.653,0.364862
642.290,185.069,0.156139
642.300,169.766,0.113977
642.310,167.344,0.133984
642.320,789.761,0.419962
642.330,778.696,0.291440
642.340,766.081,0.225863
642.350,761.841,0.111517
642.360,46.328,0.079304
642.370,226.078,0.165830
642.380,230.869,0.572025
642.390,231.568,0.706746
642.400,230.721,0.537299
642.410,226.625,0.440730
642.420,219.691,0.218761
642.430,208.643,0.594365
642.440,207.233,0.684732
642.450,207.141,0.530688
642.460,207.884,0.385250
642.470,185.576,0.190877
642.480,184.142,0.075573
642.490,243.109,0.115158
642.500,247.765,0.091868
642.510,245.365,0.198867
642.520,241.435,0.460704
642.530,237.053,0.593239
642.540,233.542,0.654288
642.550,232.522,0.737913
642.560,233.147,0.705664
642.570,235.125,0.556302
642.580,237.436,0.552695
642.590,710.710,0.416282
642.600,716.739,0.450465
642.610,722.602,0.234446
642.620,252.748,0.290046
642.630,258.998,0.493623
642.640,263.904,0.701668
642.650,264.806,0.669592
642.660,262.880,0.689638
642.670,261.310,0.550020
642.680,258.376,0.376403
642.690,254.431,0.247979
642.700,242.751,0.318447
642.710,240.013,0.566937
642.720,238.192,0.515375
642.730,236.123,0.455880
642.740,469.408,0.275514
642.750,468.587,0.235597
642.760,239.518,0.245952
642.770,271.976,0.228602
642.780,269.742,0.254785
642.790,483.076,0.132572
642.800,473.303,0.414235
642.810,458.822,0.523803
642.820,455.385,0.664103
642.830,453.625,0.619442
642.840,226.771,0.604416
642.850,228.352,0.670491
642.860,230.332,0.760209
642.870,232.287,0.780813
642.880,234.592,0.852975
642.890,236.632,0.802951
642.900,241.158,0.797317
642.910,243.932,0.843127
642.920,245.479,0.804330
642.930,246.415,0.680550
642.940,247.071,0.411655
642.950,250.438,0.192590
642.960,179.626,0.114143
642.970,181.751,0.450503
642.980,185.345,0.507546
642.990,189.003,0.613325
643.000,191.427,0.620776
643.010,193.639,0.383117
643.020,279.126,0.333966
643.030,257.199,0.343806
643.040,246.166,0.405593
643.050,241.386,0.573357
643.060,238.218,0.741037
643.070,235.050,0.824598
643.080,230.543,0.693286
643.090,225.565,0.690544
643.100,220.259,0.426478
643.110,292.454,0.317433
643.120,311.453,0.462838
643.130,315.314,0.321383
643.140,280.441,0.430798
643.150,280.143,0.562488
643.160,278.719,0.386352
643.170,280.927,0.447634
643.180,274.745,0.250296
643.190,271.530,0.246426
643.200,243.941,0.320202
643.210,243.320,0.376675
643.220,239.589,0.398614
643.230,236.076,0.353586
643.240,236.175,0.578951
643.250,239.882,0.596267
643.260,244.414,0.676322
643.270,247.280,0.750048
643.280,247.620,0.768305
643.290,246.719,0.660762
643.300,245.228,0.613783
643.310,486.521,0.719532
643.320,484.198,0.590129
643.330,479.536,0.399366
643.340,150.394,0.282163
643.350,149.542,0.222510
643.360,151.570,0.272032
643.370,154.232,0.134187
643.380,239.139,0.286787
643.390,241.140,0.704766
643.400,242.499,0.765293
643.410,243.942,0.759066
643.420,245.452,0.659602
643.430,245.153,0.509714
643.440,239.960,0.278617
643.450,419.375,0.253741
643.460,419.969,0.586419
643.470,420.579,0.650002
643.480,422.030,0.588933
643.490,424.753,0.495426
643.500,424.001,0.468562
643.510,425.249,0.404599
643.520,420.400,0.147795
643.530,422.868,0.185548
643.540,157.905,0.297719
643.550,155.670,0.264448
643.560,139.685,0.384110
643.570,138.621,0.543573
643.580,138.332,0.647860
643.590,137.340,0.490606
643.600,402.507,0.486020
643.610,403.054,0.661311
643.620,410.007,0.721120
643.630,413.415,0.596204
643.640,418.838,0.347833
643.650,444.390,0.279908
643.660,455.110,0.406252
643.670,450.667,0.155138
643.680,169.282,0.076043
643.690,207.954,0.154181
643.700,423.307,0.201776
643.710,423.528,0.180287
643.720,208.962,0.148317
643.730,543.347,0.244138
643.740,543.691,0.194286
643.750,548.525,0.276636
643.760,579.437,0.182406
643.770,425.008,0.205385
643.780,210.967,0.170339
643.790,209.696,0.262380
643.800,415.636,0.226870
643.810,203.132,0.180997
643.820,203.065,0.363218
643.830,203.006,0.582579
643.840,202.105,0.621839
643.850,198.938,0.359635
643.860,195.357,0.182454
643.870,188.720,0.208437
643.880,187.988,0.120230
643.890,225.501,0.111049
643.900,585.873,0.153353
643.910,595.602,0.295076
643.920,597.796,0.231675
643.930,591.589,0.186606
643.940,293.210,0.256972
643.950,584.364,0.400040
643.960,583.529,0.359183
643.970,451.167,0.172215
643.980,457.795,0.242951
643.990,471.074,0.336994
644.000,485.245,0.410536
644.010,495.634,0.612451
644.020,504.234,0.682741
644.030,508.448,0.643242
644.040,255.079,0.649371
644.050,254.741,0.769409
644.060,252.572,0.752864
644.070,250.363,0.735392
644.080,247.074,0.671084
644.090,487.793,0.295723
644.100,459.806,0.226290
644.110,449.188,0.296519
644.120,153.073,0.198874
644.130,616.552,0.258545
644.140,613.156,0.405250
644.150,597.324,0.434945
644.160,594.287,0.219025
644.170,569.233,0.119015
644.180,188.382,0.409981
644.190,191.187,0.610637
644.200,190.198,0.633539
644.210,185.777,0.397141
644.220,176.604,0.392560
644.230,176.479,0.390853
644.240,172.048,0.320666
644.250,168.764,0.465493
644.260,165.329,0.176745
644.270,286.475,0.207972
644.280,109.575,0.125844
644.290,215.806,0.394267
644.300,206.478,0.219438
644.310,201.225,0.360160
644.320,206.255,0.200571
644.330,219.540,0.213796
644.340,223.592,0.597187
644.350,223.860,0.633151
644.360,223.097,0.336891
644.370,205.133,0.527883
644.380,203.364,0.488270
644.390,197.363,0.401915
644.400,195.268,0.155699
644.410,181.195,0.246060
644.420,187.789,0.403674
644.430,189.752,0.634213
644.440,190.217,0.795921
644.450,191.232,0.812325
644.460,191.708,0.737855
644.470,191.016,0.668559
644.480,191.373,0.715126
644.490,191.559,0.571227
644.500,193.999,0.401485
644.510,224.031,0.180859
644.520,230.407,0.459531
644.530,233.722,0.580304
644.540,470.888,0.683599
644.550,470.464,0.670247
644.560,464.319,0.678480
644.570,459.148,0.768569
644.580,456.499,0.858611
644.590,453.306,0.858977
644.600,452.313,0.857055
644.610,453.256,0.682961
644.620,454.167,0.661086
644.630,462.334,0.485846
644.640,488.286,0.361772
644.650,498.034,0.662164
644.660,502.956,0.728773
644.670,510.956,0.665235
644.680,517.467,0.440254
644.690,552.506,0.509401
644.700,562.090,0.602604
644.710,577.688,0.617905
644.720,591.558,0.801504
644.730,599.092,0.695010
644.740,608.965,0.457508
644.750,311.829,0.201080
644.760,926.933,0.199011
644.770,111.219,0.104536
644.780,329.335,0.177504
644.790,401.234,0.125815
644.800,415.882,0.104101
644.810,119.214,0.081646
644.820,106.875,0.134774
644.830,108.578,0.264902
644.840,108.463,0.223501
644.850,233.760,0.124631
644.860,231.483,0.083428
644.870,36.349,0.133051
644.880,183.320,0.190858
644.890,182.540,0.189263
644.900,277.073,0.217956
644.910,275.941,0.153125
644.920,223.111,0.090846
644.930,219.920,0.192124
644.940,201.677,0.486050
644.950,199.717,0.624958
644.960,196.198,0.529243
644.970,191.968,0.455891
644.980,185.606,0.301730
644.990,183.559,0.321909
645.000,182.149,0.228830
645.010,317.547,0.218055
645.020,318.385,0.216056
645.030,270.756,0.242032
645.040,314.714,0.195699
645.050,243.406,0.371767
645.060,239.587,0.525064
645.070,233.700,0.630191
645.080,226.161,0.645855
645.090,223.628,0.739412
645.100,223.968,0.480870
645.110,232.299,0.604541
645.120,232.523,0.699051
645.130,232.338,0.695912
645.140,231.376,0.434082
645.150,265.073,0.480781
645.160,268.684,0.595261
645.170,283.309,0.411779
645.180,286.517,0.611224
645.190,286.473,0.644680
645.200,276.500,0.478405
645.210,271.005,0.564509
645.220,265.197,0.658952
645.230,260.968,0.594062
645.240,263.716,0.313016
645.250,404.454,0.454210
645.260,204.195,0.622175
645.270,205.319,0.562045
645.280,412.461,0.513158
645.290,205.475,0.654452
645.300,203.058,0.400231
645.310,204.001,0.225899
645.320,183.110,0.298242
645.330,180.809,0.451520
645.340,178.036,0.300709
645.350,175.299,0.438376
645.360,176.765,0.590834
645.370,176.311,0.626252
645.380,175.936,0.663786
645.390,173.308,0.681725
645.400,170.590,0.592584
645.410,170.600,0.469063
645.420,292.519,0.383923
645.430,293.671,0.380489
645.440,298.354,0.453918
645.450,301.396,0.413883
645.460,298.812,0.263656
645.470,292.688,0.304603
645.480,297.406,0.278086
645.490,155.813,0.215556
645.500,162.136,0.100931
645.510,174.999,0.435032
645.520,176.226,0.530486
645.530,177.198,0.377320
645.540,178.330,0.228247
645.550,181.030,0.281554
645.560,180.489,0.505597
645.570,178.910,0.551065
645.580,177.196,0.267118
645.590,33.176,0.162820
645.600,134.101,0.142336
645.610,139.584,0.200989
645.620,143.907,0.398816
645.630,145.249,0.543819
645.640,145.068,0.421612
645.650,148.874,0.366794
645.660,148.906,0.204606
645.670,129.427,0.248128
645.680,178.168,0.341086
645.690,179.157,0.288213
645.700,136.844,0.207184
645.710,175.786,0.129371
645.720,175.648,0.244466
645.730,522.040,0.398196
645.740,524.494,0.279398
645.750,161.641,0.185341
645.760,161.921,0.285345
645.770,163.526,0.209594
645.780,122.854,0.236660
645.790,360.614,0.431514
645.800,360.784,0.653599
645.810,363.582,0.399039
645.820,365.561,0.164851
645.830,133.159,0.111675
645.840,357.799,0.115978
645.850,43.960,0.115466
645.860,129.060,0.272041
645.870,355.547,0.237585
645.880,120.350,0.166744
645.890,119.449,0.208884
645.900,349.882,0.136902
645.910,137.372,0.177666
645.920,227.285,0.141310
645.930,227.210,0.239117
645.940,228.559,0.234845
645.950,226.627,0.156616
645.960,44.503,0.093219
645.970,526.182,0.122121
645.980,177.504,0.186086
645.990,525.980,0.171161
646.000,179.346,0.214877
646.010,263.903,0.127593
646.020,180.572,0.105820
646.030,132.155,0.058248
646.040,116.990,0.090861
646.050,333.008,0.195674
646.060,139.646,0.262499
646.070,145.952,0.110411
646.080,208.417,0.309999
646.090,207.998,0.516854
646.100,208.698,0.578794
646.110,207.926,0.653798
646.120,206.387,0.404834
646.130,199.208,0.423152
646.140,194.102,0.456033
646.150,188.329,0.496770
646.160,181.505,0.326457
646.170,175.280,0.222756
646.180,282.202,0.085917
646.190,272.773,0.107384
646.200,346.189,0.139119
646.210,81.555,0.108820
646.220,145.549,0.089679
646.230,135.858,0.316060
646.240,138.451,0.264772
646.250,245.413,0.177359
646.260,242.170,0.444694
646.270,238.558,0.497790
646.280,236.312,0.697486
646.290,233.840,0.628952
646.300,459.600,0.583471
646.310,225.006,0.472351
646.320,222.431,0.718081
646.330,220.990,0.758549
646.340,219.513,0.761214
646.350,216.405,0.721858
646.360,212.340,0.676516
646.370,207.268,0.735949
646.380,204.767,0.698554
646.390,198.768,0.498859
646.400,188.635,0.587051
646.410,187.365,0.675201
646.420,187.605,0.745865
646.430,188.367,0.743894
646.440,188.098,0.790643
646.450,185.848,0.778303
646.460,183.558,0.778368
646.470,181.997,0.624128
646.480,180.565,0.565755
646.490,178.637,0.464023
646.500,531.681,0.487932
646.510,528.375,0.485417
646.520,174.650,0.553741
646.530,172.615,0.507133
646.540,169.336,0.625845
646.550,165.645,0.653641
646.560,161.244,0.656069
646.570,159.288,0.685987
646.580,156.747,0.710886
646.590,154.073,0.536185
646.600,147.000,0.313431
646.610,144.203,0.709331
646.620,141.425,0.722668
646.630,139.097,0.806851
646.640,137.530,0.819149
646.650,136.763,0.789229
646.660,135.859,0.788440
646.670,133.985,0.737113
646.680,131.519,0.603167
646.690,127.867,0.470693
646.700,121.795,0.263880
646.710,116.563,0.458495
646.720,116.993,0.570017
646.730,118.779,0.455673
646.740,122.769,0.456740
646.750,123.994,0.385100
646.760,123.708,0.289127
646.770,294.178,0.306479
646.780,297.679,0.372210
646.790,300.786,0.507425
646.800,417.472,0.172633
646.810,421.539,0.556423
646.820,426.298,0.602991
646.830,428.838,0.348848
646.840,213.420,0.543984
646.850,213.598,0.725328
646.860,213.369,0.738679
646.870,212.154,0.739297
646.880,211.976,0.756145
646.890,210.657,0.747321
646.900,208.936,0.770515
646.910,207.446,0.826036
646.920,205.153,0.791273
646.930,202.131,0.724088
646.940,198.914,0.586972
646.950,197.316,0.530027
646.960,196.756,0.396731
646.970,195.988,0.524330
646.980,194.094,0.620187
646.990,187.569,0.384053
647.000,181.137,0.468358
647.010,177.438,0.596416
647.020,179.033,0.318833
647.030,196.506,0.355824
647.040,195.892,0.525343
647.050,193.562,0.464633
647.060,185.908,0.252864
647.070,176.644,0.563662
647.080,173.745,0.694606
647.090,171.160,0.708576
647.100,169.042,0.684367
647.110,165.636,0.757737
647.120,161.415,0.734152
647.130,158.643,0.780910
647.140,157.575,0.809866
647.150,157.704,0.769388
647.160,158.072,0.743761
647.170,157.681,0.564031
647.180,157.641,0.373931
647.190,291.042,0.239876
647.200,281.445,0.341578
647.210,138.196,0.471574
647.220,137.861,0.332931
647.230,415.868,0.317720
647.240,426.452,0.445682
647.250,433.225,0.619952
647.260,435.293,0.641655
647.270,433.670,0.616590
647.280,433.963,0.639836
647.290,433.698,0.493977
647.300,432.161,0.569260
647.310,422.108,0.260500
647.320,265.269,0.365299
647.330,261.469,0.482004
647.340,126.755,0.166966
647.350,181.096,0.487378
647.360,183.695,0.494559
647.370,183.260,0.489786
647.380,183.255,0.197161
647.390,238.087,0.208553
647.400,239.628,0.587243
647.410,241.685,0.729567
647.420,243.915,0.684871
647.430,243.351,0.479015
647.440,236.646,0.443331
647.450,234.222,0.316258
647.460,234.480,0.295610
647.470,239.812,0.267956
647.480,240.410,0.435325
647.490,242.073,0.474399
647.500,243.120,0.543210
647.510,246.628,0.615095
647.520,247.579,0.682855
647.530,247.980,0.724164
647.540,247.241,0.750616
647.550,246.369,0.755202
647.560,244.016,0.707218
647.570,240.885,0.449171
647.580,231.114,0.480664
647.590,225.685,0.518539
647.600,217.674,0.529368
647.610,215.368,0.619198
647.620,216.925,0.634067
647.630,221.425,0.355521
647.640,239.224,0.366992
647.650,247.646,0.405263
647.660,250.293,0.612525
647.670,249.294,0.716754
647.680,246.229,0.698266
647.690,242.298,0.691514
647.700,238.687,0.775296
647.710,236.785,0.776476
647.720,234.098,0.740174
647.730,232.248,0.422648
647.740,225.774,0.223638
647.750,150.797,0.148964
647.760,275.055,0.281855
647.770,273.996,0.328971
647.780,274.283,0.310650
647.790,268.900,0.114800
647.800,153.353,0.112221
647.810,149.472,0.238238
647.820,145.480,0.356193
647.830,295.987,0.392610
647.840,305.012,0.084567
647.850,184.979,0.167393
647.860,190.283,0.507469
647.870,196.881,0.635754
647.880,199.312,0.785420
647.890,200.168,0.818817
647.900,200.663,0.757071
647.910,201.571,0.506565
647.920,205.370,0.286187
647.930,316.250,0.258027
647.940,319.456,0.474281
647.950,321.935,0.317832
647.960,384.556,0.273554
647.970,389.156,0.279883
647.980,380.061,0.278862
647.990,171.445,0.172831
648.000,171.355,0.431862
648.010,172.106,0.391121
648.020,172.244,0.359988
648.030,193.221,0.182580
648.040,197.842,0.669818
