time,frequency,confidence
54.010,163.142,0.657889
54.020,165.651,0.308837
54.030,196.915,0.395916
54.040,195.264,0.285836
54.050,200.625,0.264136
54.060,411.235,0.314429
54.070,416.861,0.437650
54.080,427.719,0.615726
54.090,431.832,0.677766
54.100,426.794,0.538134
54.110,417.899,0.683143
54.120,413.668,0.539770
54.130,404.246,0.431767
54.140,405.069,0.431168
54.150,119.131,0.500144
54.160,118.081,0.281359
54.170,117.118,0.198432
54.180,115.115,0.285687
54.190,115.249,0.360186
54.200,116.281,0.625434
54.210,116.565,0.677552
54.220,115.583,0.617641
54.230,114.861,0.619411
54.240,113.781,0.651173
54.250,113.902,0.615900
54.260,114.340,0.596248
54.270,115.170,0.599315
54.280,114.355,0.622648
54.290,113.962,0.639753
54.300,113.836,0.610390
54.310,114.459,0.558547
54.320,114.867,0.596462
54.330,114.363,0.610941
54.340,113.867,0.557537
54.350,112.182,0.468275
54.360,110.879,0.448862
54.370,111.102,0.431764
54.380,110.201,0.421261
54.390,444.362,0.211435
54.400,221.928,0.277201
54.410,224.210,0.480169
54.420,227.643,0.526169
54.430,464.942,0.385152
54.440,474.719,0.469593
54.450,483.897,0.356644
54.460,263.812,0.272524
54.470,266.651,0.520387
54.480,268.665,0.623121
54.490,271.150,0.690915
54.500,271.792,0.639868
54.510,271.029,0.410353
54.520,116.527,0.078563
54.530,116.695,0.259598
54.540,116.780,0.338586
54.550,116.605,0.222996
54.560,117.124,0.185264
54.570,465.840,0.214868
54.580,465.104,0.221559
54.590,455.532,0.168498
54.600,291.234,0.193546
54.610,285.594,0.533375
54.620,283.791,0.668845
54.630,282.856,0.772533
54.640,280.649,0.784628
54.650,277.190,0.672880
54.660,271.072,0.483641
54.670,244.185,0.224496
54.680,246.482,0.260803
54.690,206.122,0.155708
54.700,203.295,0.313330
54.710,201.575,0.589728
54.720,200.969,0.682485
54.730,199.670,0.669899
54.740,199.672,0.683273
54.750,397.738,0.348720
54.760,396.531,0.561976
54.770,397.418,0.565576
54.780,395.810,0.429684
54.790,396.074,0.239687
54.800,173.113,0.124169
54.810,172.125,0.214140
54.820,178.264,0.141028
54.830,389.291,0.384489
54.840,391.987,0.646455
54.850,393.800,0.723983
54.860,396.422,0.706683
54.870,398.454,0.497951
54.880,397.382,0.350599
54.890,293.562,0.154697
54.900,294.754,0.554057
54.910,302.136,0.595015
54.920,304.399,0.416632
54.930,405.708,0.189039
54.940,412.798,0.625026
54.950,413.895,0.743144
54.960,415.697,0.776169
54.970,420.938,0.723158
54.980,425.852,0.746127
54.990,422.951,0.662767
55.000,418.200,0.428282
55.010,410.966,0.313553
55.020,309.132,0.180530
55.030,316.723,0.402220
55.040,317.708,0.626143
55.050,321.656,0.562316
55.060,323.467,0.678349
55.070,318.363,0.734023
55.080,315.114,0.816563
55.090,311.705,0.818911
55.100,308.924,0.818427
55.110,306.270,0.790355
55.120,302.295,0.790700
55.130,299.175,0.797970
55.140,296.642,0.857259
55.150,295.455,0.856671
55.160,291.678,0.809992
55.170,286.600,0.735779
55.180,279.510,0.694490
55.190,272.783,0.712251
55.200,268.976,0.471907
55.210,268.953,0.135358
55.220,245.070,0.070052
55.230,223.705,0.252740
55.240,223.831,0.393612
55.250,222.696,0.541788
55.260,219.183,0.569979
55.270,208.893,0.383580
55.280,203.323,0.528358
55.290,198.904,0.440188
55.300,194.333,0.442650
55.310,191.864,0.243052
55.320,347.339,0.071556
55.330,835.573,0.060988
55.340,846.897,0.094364
55.350,1673.671,0.051667
55.360,827.613,0.154690
55.370,823.684,0.378063
55.380,805.189,0.198405
55.390,798.642,0.179114
55.400,811.608,0.160977
55.410,384.468,0.229375
55.420,1403.561,0.175499
55.430,1415.480,0.195982
55.440,1420.160,0.310578
55.450,1416.233,0.407161
55.460,291.168,0.214059
55.470,923.280,0.096850
55.480,903.818,0.437373
55.490,904.025,0.422094
55.500,900.453,0.303873
55.510,1764.454,0.133063
55.520,582.443,0.109624
55.530,584.205,0.174850
55.540,583.552,0.067511
55.550,389.827,0.064815
55.560,390.414,0.183979
55.570,77.634,0.178384
55.580,624.846,0.176798
55.590,627.166,0.183252
55.600,1847.597,0.095919
55.610,455.683,0.119459
55.620,464.625,0.235553
55.630,468.811,0.317243
55.640,236.494,0.237755
55.650,161.700,0.156029
55.660,246.095,0.136222
55.670,246.186,0.391012
55.680,245.024,0.533236
55.690,242.834,0.578536
55.700,480.019,0.558328
55.710,474.737,0.618895
55.720,461.270,0.454459
55.730,407.581,0.228406
55.740,408.257,0.325209
55.750,409.677,0.391956
55.760,411.950,0.227753
55.770,848.797,0.383906
55.780,582.875,0.212307
55.790,860.519,0.471339
55.800,862.945,0.423830
55.810,178.856,0.386136
55.820,179.220,0.652146
55.830,179.807,0.757188
55.840,181.537,0.564681
55.850,189.735,0.454124
55.860,394.103,0.455013
55.870,395.636,0.454720
55.880,399.226,0.543412
55.890,407.950,0.296437
55.900,414.978,0.170560
55.910,226.987,0.263494
55.920,227.496,0.520064
55.930,228.186,0.596992
55.940,228.579,0.662374
55.950,227.893,0.633469
55.960,227.819,0.629637
55.970,228.826,0.245991
55.980,402.614,0.374656
55.990,399.082,0.292169
56.000,796.394,0.246062
56.010,804.040,0.276706
56.020,463.079,0.155688
56.030,451.873,0.370943
56.040,456.518,0.683992
56.050,454.934,0.719310
56.060,454.063,0.667209
56.070,452.708,0.589823
56.080,451.518,0.294962
56.090,197.795,0.224019
56.100,203.543,0.192227
56.110,206.432,0.306195
56.120,206.229,0.138467
56.130,116.844,0.504505
56.140,117.141,0.488443
56.150,116.812,0.580458
56.160,115.481,0.594566
56.170,113.603,0.559585
56.180,113.526,0.646399
56.190,113.097,0.606559
56.200,113.745,0.450439
56.210,114.522,0.516649
56.220,114.843,0.551527
56.230,114.199,0.470190
56.240,114.032,0.435317
56.250,115.120,0.473627
56.260,115.531,0.506585
56.270,115.993,0.381376
56.280,112.677,0.341130
56.290,111.442,0.573587
56.300,111.094,0.389239
56.310,422.767,0.171031
56.320,115.881,0.326243
56.330,115.421,0.197393
56.340,113.883,0.216319
56.350,111.469,0.118781
56.360,272.735,0.214643
56.370,269.534,0.228603
56.380,266.648,0.237343
56.390,163.043,0.448167
56.400,169.359,0.298648
56.410,182.952,0.390604
56.420,187.380,0.551511
56.430,188.817,0.535030
56.440,187.908,0.440851
56.450,184.281,0.379704
56.460,177.965,0.211214
56.470,175.675,0.217492
56.480,193.031,0.133698
56.490,188.583,0.370610
56.500,190.506,0.651213
56.510,193.401,0.668173
56.520,196.114,0.685686
56.530,200.381,0.621324
56.540,201.412,0.582732
56.550,198.954,0.504491
56.560,197.310,0.498333
56.570,197.127,0.625447
56.580,196.663,0.677536
56.590,195.472,0.574874
56.600,192.558,0.601301
56.610,189.755,0.486466
56.620,186.005,0.455688
56.630,184.277,0.418173
56.640,360.458,0.189582
56.650,354.385,0.251254
56.660,353.859,0.237186
56.670,132.025,0.311290
56.680,131.228,0.278640
56.690,129.975,0.272422
56.700,129.789,0.411571
56.710,127.162,0.373981
56.720,163.374,0.268895
56.730,159.932,0.312315
56.740,157.026,0.333026
56.750,154.172,0.580422
56.760,151.151,0.563945
56.770,149.057,0.413060
56.780,299.876,0.445783
56.790,299.694,0.595467
56.800,298.309,0.484534
56.810,295.763,0.360417
56.820,292.270,0.528417
56.830,290.786,0.412795
56.840,131.623,0.193864
56.850,145.494,0.275091
56.860,145.243,0.300331
56.870,146.355,0.374618
56.880,296.288,0.514482
56.890,295.335,0.591906
56.900,295.264,0.766392
56.910,295.005,0.713463
56.920,145.956,0.515001
56.930,145.782,0.661583
56.940,143.956,0.524047
56.950,143.207,0.316521
56.960,139.205,0.328369
56.970,139.102,0.453061
56.980,139.483,0.465366
56.990,140.673,0.527546
57.000,142.063,0.624977
57.010,141.406,0.698324
57.020,141.168,0.697611
57.030,140.869,0.701653
57.040,141.306,0.475539
57.050,136.550,0.340484
57.060,133.547,0.387810
57.070,132.191,0.253829
57.080,131.699,0.274661
57.090,154.029,0.155041
57.100,154.544,0.163890
57.110,154.468,0.247527
57.120,152.241,0.354264
57.130,152.479,0.388752
57.140,152.286,0.363736
57.150,151.361,0.344179
57.160,148.723,0.227041
57.170,390.538,0.315281
57.180,388.997,0.432759
57.190,389.683,0.531725
57.200,378.902,0.348921
57.210,378.181,0.282912
57.220,160.371,0.402573
57.230,160.450,0.342938
57.240,50.431,0.210104
57.250,100.342,0.200297
57.260,98.019,0.319784
57.270,96.318,0.430242
57.280,96.359,0.425475
57.290,96.949,0.397948
57.300,191.571,0.441215
57.310,193.199,0.476811
57.320,193.883,0.339742
57.330,168.310,0.249672
57.340,162.506,0.465713
57.350,160.491,0.616680
57.360,159.350,0.591136
57.370,155.613,0.540569
57.380,310.382,0.328821
57.390,308.619,0.397138
57.400,315.792,0.429195
57.410,366.018,0.333185
57.420,90.332,0.225947
57.430,88.249,0.215992
57.440,171.056,0.183513
57.450,344.418,0.146282
57.460,354.586,0.271920
57.470,358.834,0.380091
57.480,357.865,0.551264
57.490,358.120,0.529106
57.500,355.418,0.484216
57.510,355.595,0.348643
57.520,355.953,0.192209
57.530,355.025,0.122129
57.540,142.744,0.213082
57.550,143.289,0.318168
57.560,420.658,0.175805
57.570,185.419,0.206606
57.580,186.220,0.436714
57.590,188.236,0.724677
57.600,187.670,0.766799
57.610,186.070,0.672746
57.620,183.290,0.563451
57.630,352.478,0.360269
57.640,340.289,0.412436
57.650,165.089,0.353138
57.660,331.805,0.331948
57.670,332.321,0.303322
57.680,334.527,0.193731
57.690,219.476,0.165341
57.700,332.653,0.354642
57.710,337.807,0.288130
57.720,223.293,0.220106
57.730,336.518,0.159094
57.740,171.829,0.549264
57.750,171.123,0.674160
57.760,169.885,0.784257
57.770,168.931,0.839817
57.780,167.353,0.867631
57.790,165.582,0.841557
57.800,163.436,0.791275
57.810,159.978,0.685242
57.820,156.456,0.604276
57.830,152.362,0.537343
57.840,145.387,0.332757
57.850,141.974,0.262721
57.860,330.938,0.115903
57.870,339.279,0.183012
57.880,111.660,0.189325
57.890,194.945,0.456007
57.900,192.615,0.552341
57.910,190.839,0.237200
57.920,327.804,0.241837
57.930,326.188,0.373080
57.940,322.649,0.537747
57.950,319.624,0.669360
57.960,315.019,0.576277
57.970,309.554,0.620187
57.980,303.460,0.638501
57.990,298.354,0.366128
58.000,288.840,0.215435
58.010,134.957,0.268688
58.020,131.996,0.532055
58.030,130.744,0.498497
58.040,390.976,0.462318
58.050,132.828,0.176142
58.060,139.114,0.255043
58.070,146.297,0.598280
58.080,149.504,0.579985
58.090,153.495,0.424518
58.100,157.026,0.605431
58.110,319.130,0.679178
58.120,321.769,0.649695
58.130,321.491,0.689269
58.140,317.620,0.503694
58.150,155.199,0.331041
58.160,150.454,0.530965
58.170,147.570,0.515512
58.180,147.188,0.368693
58.190,292.208,0.242758
58.200,192.509,0.515800
58.210,194.098,0.498475
58.220,196.730,0.178028
58.230,134.309,0.541337
58.240,133.605,0.414592
58.250,134.588,0.347144
58.260,145.766,0.454110
58.270,146.854,0.404369
58.280,292.084,0.670199
58.290,291.302,0.759352
58.300,292.280,0.848912
58.310,292.107,0.718995
58.320,289.452,0.498135
58.330,145.083,0.424832
58.340,407.196,0.263550
58.350,407.159,0.361563
58.360,403.365,0.275000
58.370,137.457,0.215980
58.380,137.574,0.229295
58.390,130.429,0.174765
58.400,293.155,0.154020
58.410,291.468,0.404051
58.420,291.691,0.581131
58.430,292.596,0.288942
58.440,293.285,0.335239
58.450,270.071,0.298499
58.460,270.548,0.233598
58.470,270.432,0.154671
58.480,290.031,0.243608
58.490,283.624,0.299125
58.500,281.225,0.335911
58.510,269.334,0.318675
58.520,266.801,0.472501
58.530,268.404,0.415783
58.540,283.106,0.290890
58.550,286.862,0.361056
58.560,289.510,0.612387
58.570,294.048,0.659575
58.580,298.349,0.547619
58.590,301.568,0.528499
58.600,301.146,0.449694
58.610,301.292,0.196929
58.620,294.856,0.200138
58.630,291.264,0.096007
58.640,1177.831,0.071888
58.650,41.365,0.096521
58.660,194.778,0.332616
58.670,193.752,0.688168
58.680,196.195,0.778296
58.690,199.384,0.605308
58.700,203.890,0.462281
58.710,208.440,0.349114
58.720,227.356,0.532208
58.730,232.457,0.727049
58.740,237.205,0.759646
58.750,242.862,0.772463
58.760,246.889,0.756809
58.770,247.273,0.736355
58.780,240.443,0.521115
58.790,232.825,0.617316
58.800,228.628,0.675238
58.810,276.760,0.374777
58.820,279.314,0.694068
58.830,278.571,0.823617
58.840,278.425,0.750160
58.850,278.309,0.630159
58.860,272.299,0.539784
58.870,235.862,0.162761
58.880,201.264,0.238356
58.890,201.195,0.401352
58.900,179.977,0.123844
58.910,117.042,0.117196
58.920,118.799,0.163752
58.930,116.837,0.181125
58.940,193.564,0.192760
58.950,198.794,0.522177
58.960,201.209,0.694103
58.970,204.170,0.708639
58.980,206.571,0.733438
58.990,209.558,0.646577
59.000,215.250,0.593853
59.010,226.158,0.546382
59.020,229.274,0.788329
59.030,229.276,0.742303
59.040,227.600,0.452837
59.050,268.333,0.266855
59.060,268.948,0.649444
59.070,268.095,0.501349
59.080,269.398,0.553132
59.090,267.074,0.316291
59.100,226.684,0.505971
59.110,200.308,0.256228
59.120,201.248,0.579679
59.130,291.740,0.298505
59.140,288.491,0.552205
59.150,291.715,0.778963
59.160,291.352,0.872562
59.170,289.361,0.866732
59.180,286.626,0.846190
59.190,282.318,0.761598
59.200,278.140,0.483379
59.210,243.151,0.408300
59.220,242.012,0.711774
59.230,245.764,0.777773
59.240,252.732,0.744833
59.250,256.415,0.821799
59.260,257.905,0.828068
59.270,257.794,0.742169
59.280,259.121,0.466015
59.290,261.030,0.247116
59.300,220.926,0.207233
59.310,72.092,0.413912
59.320,213.208,0.500304
59.330,213.970,0.431478
59.340,270.867,0.356784
59.350,270.434,0.692158
59.360,267.707,0.780538
59.370,265.369,0.726556
59.380,264.182,0.439304
59.390,243.324,0.209486
59.400,473.871,0.378698
59.410,461.566,0.317307
59.420,200.932,0.459406
59.430,197.805,0.567257
59.440,190.798,0.553715
59.450,186.060,0.767503
59.460,184.131,0.783854
59.470,182.396,0.736570
59.480,181.776,0.744315
59.490,183.356,0.678172
59.500,188.551,0.652126
59.510,194.453,0.497645
59.520,201.434,0.455577
59.530,208.610,0.413443
59.540,224.583,0.381570
59.550,233.190,0.594296
59.560,235.886,0.727818
59.570,237.408,0.747192
59.580,238.292,0.568229
59.590,235.900,0.329872
59.600,229.423,0.593697
59.610,227.007,0.594791
59.620,225.375,0.408930
59.630,220.213,0.261052
59.640,435.145,0.211956
59.650,195.524,0.516605
59.660,191.348,0.671542
59.670,188.895,0.765118
59.680,187.896,0.808301
59.690,186.676,0.826109
59.700,185.311,0.853796
59.710,183.500,0.747661
59.720,179.239,0.446142
59.730,171.882,0.352930
59.740,172.202,0.236494
59.750,198.161,0.545682
59.760,199.139,0.663362
59.770,200.910,0.802797
59.780,201.406,0.855315
59.790,199.849,0.777249
59.800,194.757,0.748342
59.810,189.854,0.781792
59.820,185.283,0.857119
59.830,181.973,0.821087
59.840,177.402,0.751948
59.850,172.766,0.721127
59.860,168.821,0.765540
59.870,165.340,0.596611
59.880,146.599,0.382938
59.890,145.159,0.510819
59.900,143.497,0.528538
59.910,220.519,0.232706
59.920,217.238,0.183429
59.930,221.350,0.138292
59.940,221.014,0.128609
59.950,269.852,0.200137
59.960,270.659,0.278783
59.970,159.896,0.181771
59.980,155.857,0.225256
59.990,142.484,0.431277
60.000,140.999,0.631766
60.010,139.543,0.673349
60.020,137.307,0.435185
60.030,131.014,0.452304
60.040,124.819,0.320271
60.050,366.488,0.436556
60.060,358.589,0.540753
60.070,355.160,0.719654
60.080,353.755,0.526317
60.090,353.135,0.586193
60.100,117.172,0.741562
60.110,116.549,0.711890
60.120,116.351,0.761264
60.130,115.554,0.799817
60.140,114.966,0.824742
60.150,114.916,0.820752
60.160,114.483,0.855097
60.170,113.984,0.859108
60.180,113.685,0.829830
60.190,114.005,0.831646
60.200,115.732,0.792497
60.210,118.051,0.611464
60.220,121.477,0.804663
60.230,122.583,0.852918
60.240,122.541,0.820340
60.250,121.415,0.643190
60.260,120.586,0.472397
60.270,118.641,0.265480
60.280,218.344,0.277520
60.290,212.408,0.462137
60.300,208.993,0.331431
60.310,203.434,0.389225
60.320,203.789,0.408884
60.330,200.757,0.239631
60.340,116.524,0.358813
60.350,116.104,0.590143
60.360,115.679,0.713021
60.370,114.115,0.695189
60.380,113.616,0.614352
60.390,113.758,0.695345
60.400,114.390,0.573249
60.410,230.489,0.614561
60.420,231.616,0.643221
60.430,233.884,0.542154
60.440,234.874,0.681977
60.450,233.360,0.632031
60.460,232.922,0.601535
60.470,231.703,0.474992
60.480,226.578,0.363882
60.490,219.414,0.332754
60.500,206.528,0.425336
60.510,204.513,0.526593
60.520,197.002,0.384325
60.530,186.213,0.663638
60.540,184.712,0.650629
60.550,184.126,0.628980
60.560,184.829,0.308555
60.570,178.769,0.319717
60.580,172.317,0.667735
60.590,171.091,0.827824
60.600,172.870,0.796299
60.610,175.903,0.727895
60.620,179.734,0.721602
60.630,185.136,0.753183
60.640,187.488,0.791656
60.650,189.601,0.739671
60.660,192.688,0.436693
60.670,203.537,0.469194
60.680,206.611,0.710729
60.690,207.022,0.677238
60.700,201.417,0.334783
60.710,186.057,0.311673
60.720,183.005,0.369264
60.730,188.915,0.340822
60.740,194.265,0.533251
60.750,200.404,0.324280
60.760,210.926,0.417078
60.770,208.030,0.573266
60.780,204.803,0.621595
60.790,202.399,0.758812
60.800,200.566,0.826235
60.810,198.461,0.860773
60.820,195.944,0.823170
60.830,191.241,0.573039
60.840,183.908,0.681627
60.850,179.737,0.693853
60.860,175.270,0.447726
60.870,168.611,0.292123
60.880,154.268,0.419047
60.890,155.980,0.457358
60.900,160.568,0.277843
60.910,168.378,0.592361
60.920,169.427,0.859799
60.930,170.063,0.895076
60.940,170.386,0.845135
60.950,170.531,0.740014
60.960,173.095,0.476981
60.970,179.590,0.308929
60.980,555.098,0.710057
60.990,563.218,0.524021
61.000,572.241,0.086713
61.010,184.265,0.104359
61.020,42.519,0.046787
61.030,177.570,0.079958
61.040,179.633,0.118776
61.050,115.113,0.120860
61.060,230.297,0.086064
61.070,163.761,0.240119
61.080,171.145,0.279725
61.090,175.318,0.467150
61.100,179.257,0.736796
61.110,181.777,0.793765
61.120,184.007,0.802559
61.130,185.843,0.811942
61.140,188.228,0.655098
61.150,191.728,0.734308
61.160,194.078,0.831206
61.170,196.501,0.840822
61.180,199.222,0.838574
61.190,201.592,0.844695
61.200,202.548,0.831270
61.210,202.760,0.824090
61.220,202.873,0.805844
61.230,202.948,0.801699
61.240,204.707,0.782826
61.250,207.109,0.826600
61.260,208.120,0.847790
61.270,208.614,0.839098
61.280,207.727,0.832791
61.290,207.071,0.723104
61.300,205.738,0.570359
61.310,205.605,0.643370
61.320,205.684,0.568791
61.330,203.780,0.651201
61.340,202.128,0.666801
61.350,202.735,0.738621
61.360,202.954,0.741743
61.370,202.992,0.693646
61.380,205.998,0.672126
61.390,208.418,0.574834
61.400,207.270,0.450177
61.410,201.983,0.126926
61.420,195.375,0.194085
61.430,195.770,0.097843
61.440,224.750,0.215248
61.450,221.162,0.298928
61.460,217.765,0.525845
61.470,217.209,0.695907
61.480,218.220,0.667594
61.490,215.465,0.551870
61.500,268.741,0.267260
61.510,262.202,0.360075
61.520,245.863,0.442625
61.530,243.858,0.711987
61.540,243.782,0.743290
61.550,242.303,0.795866
61.560,241.267,0.803917
61.570,239.276,0.773028
61.580,236.065,0.793895
61.590,232.343,0.710125
61.600,226.575,0.680963
61.610,221.176,0.682624
61.620,213.046,0.446795
61.630,206.400,0.375998
61.640,201.528,0.278762
61.650,115.383,0.126530
61.660,113.682,0.173119
61.670,223.226,0.369016
61.680,223.503,0.444583
61.690,224.916,0.337135
61.700,225.691,0.432100
61.710,226.328,0.140413
61.720,262.871,0.179865
61.730,240.477,0.503150
61.740,240.945,0.688978
61.750,240.560,0.832984
61.760,240.599,0.854280
61.770,240.679,0.857093
61.780,241.386,0.868722
61.790,241.270,0.836208
61.800,237.774,0.791525
61.810,233.769,0.751027
61.820,229.182,0.685813
61.830,225.828,0.768781
61.840,225.219,0.800033
61.850,227.729,0.829036
61.860,227.472,0.852667
61.870,226.905,0.860926
61.880,226.448,0.858939
61.890,227.078,0.826526
61.900,227.596,0.755332
61.910,226.802,0.669816
61.920,228.417,0.353744
61.930,226.706,0.149353
61.940,877.928,0.369965
61.950,440.798,0.531004
61.960,443.213,0.507604
61.970,449.329,0.369175
61.980,230.973,0.575732
61.990,233.752,0.720970
62.000,235.683,0.774427
62.010,236.817,0.805956
62.020,238.222,0.753515
62.030,240.366,0.731613
62.040,244.117,0.622923
62.050,247.074,0.418203
62.060,745.497,0.683480
62.070,752.557,0.787576
62.080,755.099,0.782116
62.090,758.068,0.774587
62.100,759.008,0.561292
62.110,379.378,0.439282
62.120,381.672,0.383550
62.130,194.061,0.279513
62.140,195.036,0.422098
62.150,196.350,0.614578
62.160,197.130,0.704372
62.170,197.336,0.708540
62.180,197.196,0.590326
62.190,197.636,0.642700
62.200,196.891,0.681789
62.210,196.610,0.645424
62.220,196.707,0.632484
62.230,196.450,0.430345
62.240,194.851,0.283219
62.250,244.517,0.352053
62.260,244.010,0.370654
62.270,242.977,0.426591
62.280,244.627,0.277766
62.290,244.481,0.244149
62.300,245.658,0.245466
62.310,739.805,0.310528
62.320,246.064,0.327404
62.330,733.748,0.507462
62.340,733.155,0.670614
62.350,732.528,0.763902
62.360,731.563,0.755060
62.370,728.156,0.724921
62.380,723.026,0.807539
62.390,718.847,0.787739
62.400,714.021,0.528248
62.410,354.787,0.211588
62.420,351.307,0.112612
62.430,444.941,0.205568
62.440,145.199,0.255732
62.450,148.141,0.403787
62.460,147.845,0.242534
62.470,197.228,0.231769
62.480,198.952,0.207855
62.490,114.021,0.366957
62.500,220.134,0.160182
62.510,286.063,0.459792
62.520,288.030,0.611542
62.530,290.748,0.785866
62.540,294.416,0.796448
62.550,298.115,0.809673
62.560,302.502,0.811213
62.570,306.618,0.792887
62.580,308.210,0.852699
62.590,309.317,0.868428
62.600,309.630,0.856319
62.610,309.576,0.869439
62.620,309.125,0.876827
62.630,308.203,0.861231
62.640,306.204,0.816336
62.650,303.491,0.739671
62.660,301.960,0.616702
62.670,296.547,0.430420
62.680,290.383,0.228292
62.690,235.202,0.398229
62.700,231.252,0.600466
62.710,231.045,0.497438
62.720,258.627,0.236103
62.730,268.484,0.314971
62.740,287.131,0.479448
62.750,295.923,0.621446
62.760,303.751,0.666503
62.770,308.591,0.723627
62.780,312.876,0.848577
62.790,315.316,0.901914
62.800,316.296,0.903702
62.810,316.815,0.897510
62.820,317.691,0.882949
62.830,317.391,0.892282
62.840,316.948,0.897280
62.850,316.655,0.898830
62.860,315.556,0.892966
62.870,313.805,0.872045
62.880,312.093,0.835257
62.890,309.740,0.641970
62.900,292.298,0.360543
62.910,286.910,0.767851
62.920,286.010,0.860345
62.930,285.958,0.887463
62.940,285.499,0.905184
62.950,286.124,0.846678
62.960,288.830,0.763998
62.970,293.925,0.598841
62.980,299.312,0.650968
62.990,299.411,0.731784
63.000,294.540,0.725005
63.010,291.546,0.742591
63.020,290.619,0.657513
63.030,290.765,0.540316
63.040,866.321,0.491623
63.050,290.671,0.515998
63.060,290.793,0.576986
63.070,290.165,0.519714
63.080,863.484,0.421384
63.090,857.950,0.399493
63.100,853.717,0.468088
63.110,848.319,0.622793
63.120,845.741,0.712674
63.130,845.253,0.665701
63.140,845.340,0.607147
63.150,282.488,0.374812
63.160,281.790,0.460381
63.170,281.368,0.683056
63.180,279.581,0.730300
63.190,278.001,0.552341
63.200,274.633,0.255835
63.210,260.258,0.328039
63.220,260.815,0.515731
63.230,259.807,0.611849
63.240,257.449,0.571259
63.250,256.597,0.690107
63.260,256.022,0.645659
63.270,258.187,0.322222
63.280,197.120,0.165411
63.290,194.043,0.148194
63.300,256.049,0.343997
63.310,257.391,0.484824
63.320,257.909,0.616108
63.330,259.314,0.472169
63.340,262.272,0.141793
63.350,292.143,0.347408
63.360,299.353,0.318528
63.370,612.360,0.679338
63.380,617.047,0.813164
63.390,622.588,0.856870
63.400,625.799,0.877325
63.410,629.334,0.709375
63.420,315.743,0.740997
63.430,316.633,0.796641
63.440,316.958,0.830231
63.450,317.702,0.825830
63.460,318.434,0.839855
63.470,319.580,0.871566
63.480,320.109,0.888126
63.490,320.733,0.884608
63.500,321.166,0.869770
63.510,321.000,0.873997
63.520,321.241,0.850494
63.530,320.869,0.861165
63.540,320.356,0.854195
63.550,319.468,0.867859
63.560,318.400,0.858825
63.570,316.612,0.871169
63.580,316.436,0.885719
63.590,316.315,0.871804
63.600,317.228,0.822270
63.610,320.110,0.757407
63.620,318.366,0.637297
63.630,315.738,0.599609
63.640,313.573,0.641643
63.650,314.929,0.626426
63.660,318.010,0.502045
63.670,322.539,0.453425
63.680,327.562,0.617701
63.690,330.365,0.582422
63.700,664.055,0.720501
63.710,664.033,0.786193
63.720,661.381,0.820948
63.730,329.619,0.712457
63.740,329.025,0.806655
63.750,327.494,0.858540
63.760,326.436,0.840523
63.770,323.762,0.797390
63.780,319.398,0.752344
63.790,319.249,0.631824
63.800,320.614,0.252956
63.810,663.637,0.313457
63.820,663.642,0.664923
63.830,665.845,0.643393
63.840,666.787,0.602380
63.850,330.719,0.304814
63.860,324.726,0.326320
63.870,324.647,0.531736
63.880,329.870,0.583565
63.890,334.338,0.469642
63.900,337.994,0.366125
63.910,346.260,0.591775
63.920,351.422,0.691469
63.930,353.871,0.753030
63.940,353.827,0.700529
63.950,354.137,0.706958
63.960,353.970,0.678433
63.970,353.304,0.726555
63.980,352.762,0.809975
63.990,351.045,0.816288
64.000,350.211,0.794451
64.010,348.501,0.596372
64.020,347.241,0.509364
64.030,345.448,0.212685
64.040,345.644,0.153297
64.050,343.290,0.151035
64.060,1039.898,0.127753
64.070,1037.546,0.127754
64.080,1039.541,0.121780
64.090,345.791,0.122857
64.100,345.132,0.143166
64.110,345.376,0.160133
64.120,345.799,0.193313
64.130,345.996,0.151395
64.140,1042.196,0.124907
64.150,345.674,0.170733
64.160,346.299,0.187465
64.170,1038.576,0.241984
64.180,1040.304,0.209585
64.190,284.589,0.269158
64.200,281.119,0.367009
64.210,277.524,0.510036
64.220,273.181,0.430514
64.230,140.587,0.324294
64.240,142.433,0.322455
64.250,138.802,0.128606
64.260,449.185,0.120666
64.270,141.408,0.200763
64.280,348.900,0.213004
64.290,338.107,0.279246
64.300,328.322,0.670206
64.310,324.916,0.808827
64.320,322.412,0.816323
64.330,319.636,0.821311
64.340,317.336,0.859008
64.350,316.338,0.867966
64.360,315.836,0.853327
64.370,313.555,0.640682
64.380,621.096,0.487206
64.390,620.452,0.706463
64.400,622.329,0.793529
64.410,620.815,0.654433
64.420,310.887,0.581114
64.430,312.495,0.642738
64.440,625.803,0.772796
64.450,625.246,0.780001
64.460,624.281,0.818956
64.470,623.255,0.795060
64.480,629.646,0.739554
64.490,637.450,0.623250
64.500,640.163,0.475046
64.510,322.030,0.633160
64.520,322.643,0.724286
64.530,323.190,0.788664
64.540,324.230,0.832003
64.550,324.283,0.840286
64.560,324.385,0.780184
64.570,325.398,0.613322
64.580,283.774,0.269484
64.590,284.548,0.640383
64.600,284.230,0.781192
64.610,283.862,0.824942
64.620,284.164,0.796054
64.630,284.555,0.675227
64.640,287.540,0.581097
64.650,290.450,0.566812
64.660,289.873,0.437593
64.670,289.133,0.313989
64.680,287.437,0.337430
64.690,286.134,0.652952
64.700,286.608,0.551702
64.710,284.426,0.476750
64.720,284.728,0.303678
64.730,286.410,0.348681
64.740,290.591,0.604650
64.750,291.251,0.820285
